airport,airport_iata,country,city,rental_length,start_date,start_time,return_date,return_time,date_offset,deposit_price,drive_away_price,price,currency,product_name,product_id,airbags,aircon,free_cancellation,doors,group,seats,fuel_type,transmission,mileage,supplier_name,supplier_address,supplier_loction_type,average,average_text,cleanliness,condition,dropoff_time,efficiency,location,pickup_time,value_for_money,no_of_ratings,RunDate,setup_prams,tid
Josep Tarradellas Barcelona–El Prat Airport,BCN,ES,Barcelona,1.9906071176714437,2023-07-22,10:00,2023-07-26,10:00,0.0,232.85418967649403,254.54048864658242,230.16931676582143,EUR,Toyota Prius,748545026,1,1,1,3.9685355607053467,Intermediate,,,Automatic,Unlimited km,Avis,"Aeropuerto de Barcelona-El Prat, El Prat de Llobregat, Barcelona, Spain, 08820",In Terminal,8.003740297416718,Excellent,7.821885661938167,8.098919275223343,9.357107963869035,7.8992306298964525,8.350282624895828,7.014526363946043,7.745151333243473,1720.504061648969,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272673
Josep Tarradellas Barcelona–El Prat Airport,BCN,ES,Barcelona,2.010617996583801,2023-07-19,10:00,2023-07-28,10:00,0.0,95.61561269274799,92.77774025868952,91.65664830624114,EUR,Opel Mokka,748545027,1,1,1,3.953889799365003,Compact,4.97772915963337,,Manual,Unlimited km,Thrifty,"Aeropuerto de Barcelona-El Prat, T1 & T2, Barcelona, Spain, 08820",In Terminal,7.437933923381831,Very good,8.618844960882885,8.326054584838525,8.671438998384382,7.290609208333002,6.581061815091124,6.162634843474269,6.645685958349877,774.1505767655071,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272674
Zurich Airport,ZRH,CH,Zürich,2.0154795981632763,2023-07-22,10:00,2023-07-24,10:00,0.0,387.7317530004276,381.93671217258577,351.27002665107847,CHF,Skoda Octavia Estate,748545028,1,1,1,3.9562256036996972,Intermediate,4.929968655955369,,Automatic,Unlimited km,Alamo,"Rondellstrasse, Kloten, Zurich, Switzerland, 8058",In Terminal,7.502757471892096,Very good,8.12243700632977,7.423126119405161,9.183334050121077,7.384472553491333,7.86972207246878,6.470325459208712,6.824836608103479,3075.005779368925,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=CH&currency=CHF,4272675
Dublin Airport,DUB,IE,Dublin,2.0409475508767105,2023-08-01,10:00,2023-07-22,10:00,0.0,226.347021292895,220.497193820369,220.59259842263623,EUR,Hyundai Tucson,748545029,1,1,1,3.9686308063506783,Intermediate,5.023329543520912,,Automatic,Unlimited km,Thrifty,"Dublin Airport, Dublin, Ireland, K67 N8W7",Car Rental Centre,7.600403179657588,Very good,8.957988672659225,8.48907452715695,9.23581865619419,7.315999916244685,7.630714645756776,6.677918376617243,6.793282904682112,2921.3576201916135,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=IE&currency=EUR,4272676
Josep Tarradellas Barcelona–El Prat Airport,BCN,ES,Barcelona,2.017255871325787,2023-07-28,10:00,2023-07-27,10:00,0.0,62.18264355905786,66.39964053902263,65.49004902057237,EUR,Fiat 500,748545030,1,1,1,2.01133372236243,Mini,3.8542500327735367,,Manual,700 kilometres per rental,Goldcar,"Aeropuerto de Barcelona-El Prat, T1 & T2, Barcelona, Spain, 08840",In Terminal,6.799484561187051,Good,7.840350403156296,7.368393326630032,8.363967360202567,6.152662306754949,7.301328644818344,6.59076497810813,5.685647570603009,7925.415388342218,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272677
Frankfurt am Main Airport,FRA,DE,Frankfurt,1.9097719787398748,2023-07-23,10:00,2023-08-03,10:00,0.0,211.26772895630933,222.0760695847252,225.18138622045393,EUR,Fiat 500,748545031,1,1,1,1.979430458059187,Mini,3.8907089810980295,,Manual,Unlimited km,Avis,"Hugo-Eckener-Ring, Terminal 1 & 2, Frankfurt am Main, Germany, 60549",In Terminal,7.914856940365348,Very good,8.565188511014334,8.61490306727649,9.022142301935885,7.496796260947033,8.31734584793178,7.1462997816866,6.85648428669275,1672.923490900341,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272678
Josep Tarradellas Barcelona–El Prat Airport,BCN,ES,Barcelona,1.9201138420963455,2023-07-22,10:00,2023-08-03,10:00,0.0,169.6088230129375,173.02946032307958,172.3221956963613,EUR,Volkswagen Polo,748545032,1,1,1,4.182407977107367,Economy,5.238396932130404,,Automatic,700 kilometres per rental,Europcar,"Aeropuerto de Barcelona-El Prat, Barcelona, Spain, 08820",In Terminal,7.471613520979761,Very good,8.318126431287721,7.7680137911179905,9.175368148386639,7.2629243552343254,8.057911564619692,6.988280967093511,6.8753607033464,1493.4470387881074,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272679
Lisbon Airport,LIS,PT,Lisbon,1.9764791156637722,2023-08-01,10:00,2023-07-25,10:00,0.0,113.36981202889835,114.28393544334035,121.10119852674984,EUR,Hyundai Kauai,748545033,1,1,1,5.016064755697608,Compact,5.0726831186489605,,Manual,Unlimited km,Guerin,"Alameda das Comunidades Portuguesas, Lisboa, Portugal, 1700-008",In Terminal,8.809559351490101,Excellent,9.023733091336668,8.64648557167479,9.624888505294814,8.50422067656102,9.069123085802739,6.932378459425666,8.226459898488605,6512.181862400005,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=PT&currency=EUR,4272680
Malpensa Airport,MXP,IT,Milan,1.9787062845469565,2023-07-18,10:00,2023-07-22,10:00,0.0,87.90481583424354,86.47299048836074,80.57007417311115,EUR,Volkswagen T-Cross,748545034,1,1,1,4.0567204112046165,Compact,5.103813745057254,,Automatic,Unlimited km,Budget,"Aeroporto di Milano Malpensa T1, Ferno, Italy, 21010",In Terminal,7.409239518519545,Very good,8.09783664997368,7.754540149490675,9.279263567893238,7.577958134663857,7.735551689807488,7.190488739159529,6.998149607665592,2577.841895844729,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=IT&currency=EUR,4272681
Copenhagen Airport,CPH,DK,Copenhagen,2.0858186902840075,2023-07-31,10:00,2023-07-25,10:00,0.0,2921.986589421405,3160.855317515135,2942.230684138208,DKK,Volvo V60 Estate,748545035,1,1,1,4.241229973218402,Standard,4.939687509901343,,Automatic,200 kilometres per rental,Hertz,"5, Lufthavnsboulevarden, Car Rental Centre, København, Denmark, 2770",Shuttle Bus,8.444195438004408,Excellent,9.512238564075872,8.925272332992623,10.218202813581298,8.355903866288099,8.5462088897268,7.216573493955224,8.352077701261027,438.91340748787024,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DK&currency=DKK,4272682
Lisbon Airport,LIS,PT,Lisbon,1.9477299439971576,2023-07-27,10:00,2023-08-01,10:00,0.0,147.64931274267798,141.82679089333763,144.5587007959931,EUR,Nissan Leaf,748545036,1,1,1,5.122328988954346,Compact,4.973700070928823,,Automatic,Unlimited km,Europcar,"Alameda das Comunidades Portuguesas, Lisboa, Portugal, 1700-111",In Terminal,7.62816900223389,Very good,8.795908848720439,7.601984279849973,9.369374361643574,8.279892320883782,8.715126917062273,5.604560667625492,7.041253523900519,2342.847154210312,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=PT&currency=EUR,4272683
Adolfo Suárez Madrid–Barajas Airport,MAD,ES,Madrid,2.0323471644383897,2023-07-20,10:00,2023-07-26,10:00,0.0,41.55401175305529,41.50797790036452,43.72809448072938,EUR,Fiat 500,748545037,1,1,1,2.1669050014761106,Mini,4.170890154136814,,Manual,Unlimited km,Firefly,"Avenida de la Hispanidad, Terminal 1 Parking, Madrid, Spain, 28042",Car Rental Centre,7.667759259000577,Very good,9.292098551898595,8.984405166242029,8.533033167556479,8.002595694548347,7.414130499697463,5.981858419324738,7.848115858294635,5514.592331782519,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272684
Munich Airport,MUC,DE,Munich,2.096590314847589,2023-07-25,10:00,2023-07-25,10:00,0.0,233.74909138456206,238.60659048404696,240.45392103243697,EUR,Seat Leon,748545038,1,1,1,3.970876272565419,Compact,4.864904967741179,,Automatic,600 kilometres per rental,Europcar,"Terminalstraße Mitte, Airportcenter, Ebene 3, München, Germany, 85356",Car Rental Centre,8.205061908069345,Very good,8.56130323239099,8.595762312769477,8.794412608994179,7.991899653464254,8.457592687572742,6.774420298038711,7.066468275354711,3624.9402641684314,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272685
Istanbul Airport,IST,TR,Istanbul,2.0414128685502435,2023-08-01,10:00,2023-07-27,10:00,0.0,3646.001256536552,4056.320985737519,3639.284081183768,TRY,Volkswagen Taigo,748545039,1,1,1,5.121013877803985,Compact,5.03644102478681,,Automatic,Unlimited km,Avec Rent a Car,"Arrivals hall, Istanbul, Turkey, 34283",In Terminal,7.765536844829161,Very good,7.948004162886952,7.947894402136003,8.406896840566981,7.30558329689399,7.827545175466859,7.086400098047012,6.967143790778381,2602.9616170894096,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=TR&currency=TRY,4272686
Dublin Airport,DUB,IE,Dublin,2.058094165917796,2023-07-19,10:00,2023-07-27,10:00,0.0,139.94625134971216,147.1840097344837,141.90957328733177,EUR,Peugeot 108,748545040,1,0,1,4.058041746012996,Mini,4.127579001579612,,Manual,Unlimited km,Flizzr,"Terminal 1 and 2, Dublin, Ireland, K67 N8W7",Car Rental Centre,7.935076912803651,Excellent,9.118386904294152,8.835899303088665,9.154754829552703,8.79385669058807,8.11898537022449,6.01453737546346,7.483683694331249,3232.474418000152,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=IE&currency=EUR,4272687
Amsterdam Airport Schiphol,AMS,NL,Amsterdam,2.0880833628062305,2023-07-30,10:00,2023-07-20,10:00,0.0,273.8429911226118,253.22810718311194,251.71804374858235,EUR,Audi A4 Estate,748545041,1,1,1,4.027493306585559,Full-size,4.852237880880446,,Automatic,400 kilometres per rental,Sixt,"22, Aankomstpassage, Schiphol Plaza, Amsterdam, Holland, 1118 AX",In Terminal,8.104999591138029,Excellent,8.445542753877133,8.713624349543212,8.87054760966447,8.026695698004975,7.8107199473512985,7.009769668684836,7.203454986180262,2567.0625166330988,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=NL&currency=EUR,4272688
Zurich Airport,ZRH,CH,Zürich,2.0262778774049397,2023-07-26,10:00,2023-07-21,10:00,0.0,205.29818205115677,196.54453508588514,207.77196714237107,CHF,Skoda Scala,748545042,1,1,1,5.077017364135327,Compact,4.879395793030551,,Automatic,Unlimited km,Europcar,"PARKING 3 G1, Zurich, Switzerland, 8058",Car Rental Centre,8.499229763336668,Excellent,8.891203209583379,8.746453392882833,9.8795072415087,8.829202536445361,8.780792067172099,8.60185733649872,7.8769963918487305,2687.5087780939275,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=CH&currency=CHF,4272689
Dublin Airport,DUB,IE,Dublin,2.0493607596560635,2023-07-21,10:00,2023-07-23,10:00,0.0,147.01749592247913,158.33167861228367,154.17718697589308,EUR,Ford Ka,748545043,1,0,1,2.0052701588297,Mini,3.9136701536058727,,Manual,Unlimited km,Payless,"Arrivals Hall, Terminal 2, Dublin, Ireland, K67 E4P2",Car Rental Centre,7.542369160756069,Very good,8.419641041716284,7.941445377394089,8.844191089068563,7.577845229865945,8.058231220414008,6.412391405999639,6.874215762807391,1581.8381307733914,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=IE&currency=EUR,4272690
Malpensa Airport,MXP,IT,Milan,2.0053300223047823,2023-07-20,10:00,2023-08-01,10:00,0.0,118.98319611451505,111.52638435309983,112.2044443961193,EUR,Jeep Renegade,748545044,1,1,1,4.099749280161505,Intermediate,4.994507218585102,,Manual,Unlimited km,Alamo,"Aeroporto di Milano Malpensa T2, Ferno, Italy, 21019",Car Rental Centre,7.930050873035097,Excellent,8.625876014802124,8.855080676693564,9.13654110359618,9.090343705263376,8.389596673013255,7.408384081660939,8.133521989612701,1527.1032102729823,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=IT&currency=EUR,4272691
Dublin Airport,DUB,IE,Dublin,2.1135329561887093,2023-07-25,10:00,2023-08-01,10:00,0.0,228.1680857046696,223.4019602904256,216.647861705277,EUR,Ford Fiesta,748545045,1,0,1,3.913301384656664,Economy,4.977860436256916,,Automatic,Unlimited mileage,Enterprise,"Terminal 2 Arrivals, Dublin Aiport, Dublin, Ireland, K67W6K5",In Terminal,8.953670779087084,Excellent,9.374853235638593,8.98436690874181,8.647499694211582,9.221352569166353,9.19815531151816,8.169809447266926,7.822251796977661,736.8073710292124,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=IE&currency=EUR,4272692
Copenhagen Airport,CPH,DK,Copenhagen,2.0229233248401224,2023-07-18,10:00,2023-07-28,10:00,0.0,10462.305363568521,10236.98593725538,10098.330033102362,DKK,Kia Ceed,748545046,1,1,1,3.8580848406051302,Compact,4.9004193261434645,,Automatic,200 kilometres per rental,Budget,"2, Lufthavnsboulevarden, Car Rental Centre, København, Denmark, 2770",Shuttle Bus,8.056306486283882,Excellent,8.504752125007181,9.080135858871248,9.607490134779116,8.368968324792123,8.732952071671507,6.423882636134948,8.006471766150321,2160.3044180719257,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DK&currency=DKK,4272693
Munich Airport,MUC,DE,Munich,1.9575692486449696,2023-07-26,10:00,2023-07-30,10:00,0.0,258.7352074664653,255.67949214533837,243.39147106389808,EUR,Ford Focus GPS,748545047,1,1,1,4.043823756547453,Compact,5.032187956840276,,Manual,800 kilometres per rental,Hertz,"Terminalstraße Mitte, München, Germany, 85356",Car Rental Centre,7.787840616345689,Very good,8.207868434115571,8.601482104588984,9.8511095053362,7.328811412902421,8.246194272485866,6.973984490328668,6.80259668947367,1497.8050671711005,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272694
Josep Tarradellas Barcelona–El Prat Airport,BCN,ES,Barcelona,1.9504448815740407,2023-07-27,10:00,2023-07-21,10:00,0.0,102.51592472006077,97.73756996538766,102.91685967498447,EUR,Volkswagen T-Roc,748545048,1,1,1,4.11079535437423,Compact,4.9438713877426395,,Automatic,Unlimited km,Thrifty,"Aeropuerto de Barcelona-El Prat, T1 & T2, Barcelona, Spain, 08820",In Terminal,7.18991890344908,Very good,9.409054999882303,8.889843469059056,9.388898403126305,7.223902461446868,6.494178845359526,6.231023751963483,6.195610959751472,790.5061355374828,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272695
Istanbul Airport,IST,TR,Istanbul,1.9706260781582734,2023-07-23,10:00,2023-07-29,10:00,0.0,4968.378293480406,5035.669499438017,4724.694755099626,TRY,Toyota Corolla Hybrid,748545049,1,1,1,4.068979367251098,Intermediate,4.954410444153942,,Automatic,Unlimited km,Enterprise,"Istanbul Grand Airport International Terminal, Tayakadın Mah, Ulubatlı Hasan Cd. No. 255, Arnavutköy, İstanbul, Turkey, 34277",In Terminal,7.981547483614362,Very good,7.424282170896877,7.911284096040863,9.036758248093777,7.6903998014334265,7.9316930940868735,7.354984113556325,6.91691537659693,712.0192645325644,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=TR&currency=TRY,4272696
Frankfurt am Main Airport,FRA,DE,Frankfurt,1.907681065524441,2023-07-22,10:00,2023-08-01,10:00,0.0,184.34725286648865,189.9475939925601,191.75643160343964,EUR,Opel  Adam,748545050,1,1,1,1.9014231788688338,Mini,4.134898569091425,,Manual,800 kilometres per rental,Hertz,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,8.315743339768884,Excellent,9.06457107538905,8.907652075121705,8.709891316968124,8.67707064850674,8.511916257883406,7.761551753681244,7.7610059513356395,1285.6894318534721,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272697
Amsterdam Airport Schiphol,AMS,NL,Amsterdam,2.0889916419198067,2023-07-29,10:00,2023-08-02,10:00,0.0,213.42282304303876,211.06489334194995,206.14764902310023,EUR,Mazda CX-3,748545051,1,1,1,4.112471339425413,Intermediate,5.021978214713137,,Automatic,400 kilometres per rental,Enterprise,"Amsterdam Schiphol Airport, Schiphol Plaza Arrival Hall 22, Amsterdam, Holland, 1118 AX",In Terminal,8.864098470976069,Excellent,8.998018207142232,9.115770909524665,9.58550906968743,9.499017792471962,8.739346553552807,8.391989414298706,8.503209357015262,1966.7863073301219,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=NL&currency=EUR,4272698
Dublin Airport,DUB,IE,Dublin,2.089055067071998,2023-07-18,10:00,2023-07-26,10:00,0.0,180.14403908596955,168.40062510329176,174.72274861445055,EUR,Ford Fiesta,748545052,1,0,1,4.001849967537839,Economy,4.064733870456347,,Manual,Unlimited km,Europcar,"Arrivals Hall, Dublin, Ireland, K67 A7P4",Car Rental Centre,7.477334790840743,Very good,8.942752702604142,8.196608844372951,8.80472152114979,7.196960696373834,8.345732547626369,5.689345522285954,6.747283539571797,2063.5968269356554,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=IE&currency=EUR,4272699
Lisbon Airport,LIS,PT,Lisbon,2.0556094107027008,2023-07-31,10:00,2023-07-24,10:00,0.0,335.42051774136473,308.4433142051024,329.20953249053423,EUR,BMW 3 Series,748545053,1,1,1,4.145368112119291,Premium,5.026064436675278,,Automatic,Unlimited km,Guerin,"Alameda das Comunidades Portuguesas, Lisboa, Portugal, 1700-008",In Terminal,8.778970857418239,Excellent,9.73470956110817,8.752888190184152,9.23664354228047,8.3522228281319,8.538673747919635,7.043334091781693,8.072127764472445,6001.929420065699,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=PT&currency=EUR,4272700
Frankfurt am Main Airport,FRA,DE,Frankfurt,2.003825919697205,2023-08-01,10:00,2023-07-22,10:00,0.0,456.4099037957757,462.89662049462714,451.5079334779706,EUR,Audi A6 Estate,748545054,1,0,1,3.831564434323297,Luxury,4.900960101873449,,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.903082129064044,Very good,8.366941937961938,8.622809956397528,8.753301602801907,7.422349756211731,8.17280142834908,6.41967682954251,7.353441194201743,1157.4380076247082,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272701
Adolfo Suárez Madrid–Barajas Airport,MAD,ES,Madrid,1.9377204571471909,2023-07-21,10:00,2023-08-01,10:00,0.0,191.3926999987565,192.07225330153034,187.4932367032752,EUR,Volvo XC60,748545055,1,1,1,5.174967935700387,Full-size,4.995631540584325,,Automatic,500 kilometres per rental,Enterprise,"Aeropuerto Adolfo Suárez Madrid-Barajas, T1-T4, Madrid, Spain, 28042",In Terminal,8.3890951563818,Excellent,8.965102433453524,8.258852958632412,8.520480401653785,9.20331450994598,8.756747293626445,7.450150025656188,8.093544752011569,1204.3416284952016,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272702
Lisbon Airport,LIS,PT,Lisbon,1.9662118699550037,2023-07-24,10:00,2023-07-27,10:00,0.0,827.3751224993305,819.5295663127791,817.6802365986551,EUR,Seat Alhambra,748545056,1,1,1,3.9930313054541706,Standard,6.846658834520642,,Automatic,Unlimited mileage,CRC,"Lisbon Airport - Meeting Point: Terminal 1, Arrival hall, Vodafone store, Exit door 4, Drop-off: Av. Severiano Falcão, 10, 2685-378 Lisbon, Lisbon, Portugal",Meet & Greet,7.974028320013089,Excellent,9.416515884886302,8.75718192910952,8.376694075579453,8.328090641508059,7.534597635551292,6.910505795194858,7.269140662802537,491.5685321007129,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=PT&currency=EUR,4272703
Adolfo Suárez Madrid–Barajas Airport,MAD,ES,Madrid,2.0308861551300073,2023-07-21,10:00,2023-07-24,10:00,0.0,345.7083965322465,357.4415069368466,391.28956751591807,EUR,Volkswagen Touran,748545057,1,1,1,4.25977343154746,Intermediate,,,Manual,500 kilometres per rental,Clickrent,"17 Calle de Lola Flores, Madrid Airport, Madrid, Spain - Mainland, 28022",Shuttle Bus,7.907892386037819,Excellent,8.671452819694386,8.754251486895598,9.095866950465584,8.116551092786526,6.9742543501202325,8.131806093895214,8.652025388146749,62.01404181923103,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272704
Munich Airport,MUC,DE,Munich,1.976737694440611,2023-08-01,10:00,2023-07-29,10:00,0.0,395.18118439753516,390.15294300013966,384.095908167681,EUR,Audi A4 Estate,748545058,1,1,1,5.053071874583985,Full-size,5.153126879716573,,Automatic,600 kilometres per rental,Alamo,"Terminalstraße Mitte, München, Germany, 85356",Car Rental Centre,8.408058199559575,Excellent,9.03634314368958,8.486502349952525,9.605501272441376,9.080138193112935,8.562648819062776,8.271121137625432,8.107233887095092,1852.8079045555792,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272705
Orly Airport,ORY,FR,Paris,1.9998915227226184,2023-07-26,10:00,2023-07-30,10:00,0.0,168.80268099120232,179.7548735953122,173.05928565856453,EUR,Hyundai Kona GPS,748545059,1,1,1,4.081254414516507,Compact,4.815656432863346,,Automatic,440 kilometres per rental,Keddy By Europcar,"Aéroport de Paris-Orly, Paris, France, 94390",In Terminal,8.070279698067313,Very good,8.372460353732532,7.636406826187825,8.889063407356574,8.241047217968395,8.071152708641021,7.51844921031926,7.915547210640089,694.375809156245,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=FR&currency=EUR,4272706
Lisbon Airport,LIS,PT,Lisbon,1.9227389291244785,2023-07-24,10:00,2023-08-03,10:00,0.0,1075.918628036556,1068.038305348973,1079.3546110459538,EUR,Mercedes E-Class Estate,748545060,1,1,1,3.9352518935662606,Luxury,4.906150106002174,,Automatic,Unlimited km,Hertz,"Alameda das Comunidades Portuguesas, Lisboa, Portugal, 1700-111",In Terminal,7.728438245581645,Very good,8.606857107343966,8.606642957978211,8.780897591588449,7.449973956602666,8.350005514816292,6.237913229351092,6.959744388773898,782.2170858056786,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=PT&currency=EUR,4272707
Munich Airport,MUC,DE,Munich,1.9409329492298013,2023-07-29,10:00,2023-07-22,10:00,0.0,218.75374793652102,221.65951672375078,215.8601260315239,EUR,Renault Captur,748545061,1,1,1,3.9627673372911807,Compact,5.11867088478382,,Manual,400 kilometres per rental,Budget,"Terminalstraße Mitte, München, Germany, 85356",Car Rental Centre,8.036653594680269,Excellent,8.307938017353774,8.302118311293285,9.605438736650552,8.712955721394042,8.875837605116072,7.8142342709768355,7.172839822076556,2187.5429900731106,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272708
Josep Tarradellas Barcelona–El Prat Airport,BCN,ES,Barcelona,1.9667441994083172,2023-07-26,10:00,2023-07-25,10:00,0.0,94.20395191249594,90.00376003496802,92.67157238178638,EUR,Kia Sportage,748545062,1,1,1,3.9799069289367144,Standard,4.954140213193473,,Manual,Unlimited km,Alamo,"Aeropuerto de Barcelona-El Prat, El Prat de Llobregat, Barcelona, Spain, 08020",In Terminal,8.045756507606653,Excellent,8.819661392985807,8.903220147023506,8.998159279140372,8.797999274959286,8.601769178601666,6.95754138537244,7.70707986133941,2115.912933403903,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272709
Munich Airport,MUC,DE,Munich,2.066709313807831,2023-07-26,10:00,2023-07-24,10:00,0.0,266.6164011132829,266.02867302385937,273.8544827692503,EUR,Volkswagen Polo,748545063,1,1,1,,Economy,3.8825393736314235,,Manual,600 kilometres per rental,Europcar,"Terminalstraße Mitte, Airportcenter, Ebene 3, München, Germany, 85356",Car Rental Centre,7.492443627798587,Very good,8.64973827292583,8.078911734986582,9.41914777193514,7.914717603492519,8.401877196411057,6.796522806895223,7.016684879840146,3561.505835827147,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4272710
Istanbul Airport,IST,TR,Istanbul,2.013556655372915,2023-07-27,10:00,2023-07-22,10:00,0.0,2934.654654045872,3054.877668223243,2977.1224665614923,TRY,Nissan Juke,748545064,1,1,1,3.9710256376419295,Compact,4.786356019207422,,Automatic,800 kilometres per rental,Windy Car Rental,"Istanbul New Airport (İstanbul Yeni Havalimanı), Yesilkoy, Istanbul, Turkey",In Terminal,5.677642002857693,,5.860706581235794,6.355946536091895,6.772563654163772,5.954564040101809,5.575788644541051,4.281393467088597,5.151145354838821,1274.9645911525745,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=TR&currency=TRY,4272711
Istanbul Airport,IST,TR,Istanbul,1.9549969341755813,2023-07-19,10:00,2023-07-28,10:00,0.0,7507.5666526582245,7418.143600348418,7285.151477578211,TRY,BMW 2 Series,748545065,1,1,1,4.0767883560629254,Intermediate,4.938869930622314,,Automatic,1000 kilometres per rental,Garenta,"Istanbul Yeni Havalimanı, Arnavutköy/istanbul, Istanbul, Turkey, 34283",In Terminal,7.494483575035911,Very good,6.99779763999176,6.945886100871184,8.913267126330211,6.584872255654305,8.034232529707461,7.824144249550515,6.8625347861570765,1297.7953375207012,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=TR&currency=TRY,4272712
Josep Tarradellas Barcelona–El Prat Airport,BCN,ES,Barcelona,1.9786516791773805,2023-07-31,10:00,2023-07-21,10:00,0.0,439.72633786987404,431.8703408882773,422.80779880435097,EUR,Volvo XC60,748545066,1,1,1,5.166526031560814,Full-size,5.012283362525078,,Automatic,500 kilometres per rental,Enterprise,"Aeropuerto de Barcelona-El Prat, El Prat de Llobregat, Barcelona, Spain, 08020",In Terminal,8.259618311207175,Excellent,8.379785123563012,8.751995071201135,9.160087470992597,8.766253590526224,8.730376555566004,7.672563569563837,7.733074714871284,1392.0766351532443,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=ES&currency=EUR,4272713
